Installation,Installation type,Record created on,Object changed on,SPARTE_TEXT,AKLASSE,AKLASSE_TEXT,TARIFTYP,TARIFTYP_TEXT,BRANCHE,BRANCHE_TEXT,ABLEINH,ME_MA_ID,HAUS
"RXhEqJjXLjBoRbAWqzZclbZjTMNqjEWhYXjwZHb","ALLG",2020-01-24T00:00:00,2021-01-22T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 952","Private Haushalte in Mehrfamilienhäusern","J09D3301","sAWXXEcYNGTgbdcy++pWrWlqzhQuQZXWTizCiNR","TRbqA+oQywxjdGFyaOLVDxGhHSUXkcRshcVYqWk"
"nlxXymiSSRZtVXTCZcSHdsZQyrJVomInzslylXS","HAUS",2020-01-24T00:00:00,2020-07-20T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XN-SP1","Strom SLP Speicherhzg. getr.Messung","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09D7022","UoVPkzQuhxffRYTEZDQmqmkX/WiKrJodVzbTsRy","AViU+LQCkYgvusiTUFfQxs/kOGdURIUIqPJFylX"
"TywzTVjWDYd/ZXPjl+++pSLtzkKVeRNQpRrgsZk","HAUS",2020-01-24T00:00:00,2020-05-27T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XN-SP1","Strom SLP Speicherhzg. getr.Messung","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09D6243","usbWAqHFNpvCJKSSTJDz++apTReZPFxfqlYwRLW","aGGcCgoT/zZQSovRFVVATENnlTYTLOtSDTeTjDW"
"MUSYNi+WQOtezQQSWUAZhF/NQTTPWcyfYQaDWEf","HAUS",2020-01-24T00:00:00,2020-07-20T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XN-SP1","Strom SLP Speicherhzg. getr.Messung","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09D7024","MMYusoQRmyHuRuOZNUvfmQyDfBfQpdaH/LwCSVS","dZACGqlQWfUQuYpvoSJSQlpUXVObyESAZlYYv/q"
"WuJhccmtgQAWHApfFAVfrYouGpEQUYraVQkZSjw",,2020-01-24T00:00:00,2025-11-17T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA","Private Haushalte","J09D4011","eFMRX/XygVQgmonxfQEVm/UTsLsQsAoswZv+Vxa","VXSFIXHTGJWfVSXLQlARpbQgXxFvIVTSSAeqESt"
"zvLTjTfnyTdccQWSPzZsBUtytOyCqipmMJZBgRU","HAUS",2020-01-24T00:00:00,2020-07-20T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XN-SP1","Strom SLP Speicherhzg. getr.Messung","YYX 999","vorläufig ungeklärte Zuordnung zum Kunde","J09D3301","LgrRqTWxWUHoZxYoaNXcmB/VDZULRuWRCPgMkjj","YqCnYJudYPUbXmKiGWQDQQiiAWulEOCGAiTmIuQ"
"abFaSiWLZYPlyfPeVCeBYoSveUNCXfNciNRTACD","HEIZ",2020-01-24T00:00:00,2023-12-11T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XN-SP1","Strom SLP Speicherhzg. getr.Messung","YYX 999","vorläufig ungeklärte Zuordnung zum Kunde","J09D3301","QZEstchESDCZcPiofRVbj+gesWXIYOMZEhZKtXG","sYcOYwRMCSjYXjTFSTOVGAhoQHQcsUQV/iwUQEB"
"WR/RVazlYJUejXmLRLEqaRZfZfoYTvjcde+oNsw","HAUS",2020-01-24T00:00:00,2020-09-24T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XN-SP1","Strom SLP Speicherhzg. getr.Messung","YYX 999","vorläufig ungeklärte Zuordnung zum Kunde","J09D3301","PEgZR+VoEUOSoETBUgXfBPHCMLSEVTLjTY/VFjW","iIQYFwcRCrToVIcCEIXZjXTXMfDZdllRDt/ZXZl"
"ZEkHvbVblkRcpndTLnu+Z/RgqTxUyxTjNvhfKVZ",,2020-01-24T00:00:00,2020-01-25T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XN-SP1","Strom SLP Speicherhzg. getr.Messung","PPA","Private Haushalte","J09D4011","WSmNZGWnSWzRWZlNmhQU+mjWcgWrosBQIQSe+ix","YzeYDauWxRpGhJUfTVYqoaXqNhrcmsDGDUTwUXJ"
"WbspKtUscC/LuiQZQZNxljS+LWXhwvXE/YeGYvc","HAUS",2020-01-24T00:00:00,2020-01-25T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XN-SP1","Strom SLP Speicherhzg. getr.Messung","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09D7023","mXUWyUnIxKBQgnSQhzLYQfUsYDoHpQfhWfIYzAb","VWXOeY/MKAMMrTjXLYVSsCxxYNMWEEcxIQvTPZb"
"Z/YwCrTBtUTaNWQhMfEgXL/EVviRfW+FsYJKdOF","HAUS",2020-01-24T00:00:00,2020-01-25T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XN-SP1","Strom SLP Speicherhzg. getr.Messung","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09D5471","vBRbRVGwUhYYTQNmWSBXEbnbGKR/YWBFcfWSF+K","TjYEx/viQmZNwvUVCbQMOEeTHhMbQQAOBYkYhSG"
"PWGDUZnqJGArPyopY/pRcaQYVaVMwNGiZUurQsG","HAUS",2020-01-24T00:00:00,2020-01-25T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XN-SP1","Strom SLP Speicherhzg. getr.Messung","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09D7025","KpHSpVTuU+WTBlHMtFBNLpLAKnwFJwkMsWSrWCi","lEhsORVOqTmevKi+j+SMynDZOWWIsPvnWRigBPe"
"jZPVlqpOnX/UWGYWjLVUYPEXJGKLLVcqHrtxJMs",,2020-01-24T00:00:00,2020-01-25T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XNLSP","Strom SLP Speicherhzg. - LP-Gew. HT","PPA","Private Haushalte","J09D4011","rVwRtiNIVeUbSIsQQWSSuQQixWXiK/XIlY+kQYm","VcIDoEIBuQMQgFLHdUORdPuRLUMYYMOCDXZZRYW"
"eGgOfqXriGkfE/MJgMZsdWeXKYTmzLUeRbQugT/","HAUS",2020-01-24T00:00:00,2020-01-25T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XN-SP1","Strom SLP Speicherhzg. getr.Messung","YYX 999","vorläufig ungeklärte Zuordnung zum Kunde","J09D3012","OILdvm+qqehjUw/VLiZNXTAKXSrDajuNcibJTSn","DjXgrprueRTSDiZVplucZCZvxxmScESBSBRSPsX"
"/YyAbyRdenOOqbygLEXMqsUoSwhLnIqCORcQEJs","HAUS",2020-01-24T00:00:00,2020-01-25T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XN-SP1","Strom SLP Speicherhzg. getr.Messung","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09D7025","CzABouWWqlxFWZaQUjXHtEAFmjISJ/iZjSEXhYo","sXqYBJNjWPWXhHZqImRVTSyMLXyRcYrDeTsyIlY"
"XpMXFC/x+XNMXjAltMOxPAkZXiRI//chzkGvvrE","HAUS",2020-01-24T00:00:00,2020-01-25T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XN-SP1","Strom SLP Speicherhzg. getr.Messung","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09D7022","GgIeScFUlUQhULsKOwAPgaWSq+WzXYuevQJHRXB","amqXHaRMraIXnBVZQmuZiYrIGSwkmWwYrdsQXKH"
"rgZWOKdoYrYRXZVk/wXTuEttOXZbQsdWziApBNQ","HEIZ",2020-01-24T00:00:00,2020-01-25T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XN-SP1","Strom SLP Speicherhzg. getr.Messung","YYX 999","vorläufig ungeklärte Zuordnung zum Kunde","J09D3301","eEbWmkUHVfpfRmAesIxyRbYVrWyycQeRWcLYCSa","EL/XVmRtKHSU/CsPnjQMJ+RhQiXRIqcROkSjrTQ"
"YXJGJAxGmLzkTNrWZVMHfBYRvmEzmwGiMkbNEQO","HEIZ",2020-01-24T00:00:00,2020-01-25T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XN-SP1","Strom SLP Speicherhzg. getr.Messung","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09D7024","XUHswOKqEMY+mVVZ+HDXYVlHqwRGXJE+NhXNTXb","HjMhBdErEGkaecLNEWsRQZdVugmPQWcnKwLhoLN"
"Y+nskyFifKhLsrbqavGvfXpUWVRIPIllpzbiEpR","HAUS",2020-01-24T00:00:00,2020-01-25T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XN-SP1","Strom SLP Speicherhzg. getr.Messung","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09D7024","aZQAyQTkAZZtXsVXHijFIeTjzuwvQXsZlnZzBJL","TcZTmC/YmHCV/YWBEMkXCmriqDwTVQCZUgRXKny"
"dYZxFtPVWsIwjSQgRdxJKDE+nqSZAvHtXkhNnRx","HAUS",2020-01-24T00:00:00,2024-06-27T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XN-SP1","Strom SLP Speicherhzg. getr.Messung","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09D7025","kSxNnXLXR+jcXIsPSHcpUBvQyWdOesVjyGHLfJu","YPidrZWPRseWcRdKXATjzSDYYlJdcHcltSLAFIP"
"RUXng+MTwMRrASyWZdIlTZlO+MMyNlUqxCUhmyO","HAUS",2020-01-24T00:00:00,2020-01-25T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XN-SP1","Strom SLP Speicherhzg. getr.Messung","YYX 999","vorläufig ungeklärte Zuordnung zum Kunde","J09D3301","S+sWuREcjfVNziIyySsfUjVQTATKnwo+VkY+XnO","yjHkddTYdZYXYVZhHdoCZufiFoXKNkqZSNv/mjk"
"no+vwREtUJrXcfeEIBYHbURdxNuvprTVFSvvTGy","HAUS",2020-01-24T00:00:00,2020-01-25T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XN-SP1","Strom SLP Speicherhzg. getr.Messung","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09D7021","ZDoCQJEjZVKT/WAR/XOTIZdjVZSI/UhSQbE+LBV","nhNsdVoPXeD//RgsSRRXnnMHswHMFRsEigQvPqL"
"LsaiGthKMkcdyqQuZgchWkNvWNpovRuAIhR/HmS","HAUS",2020-01-24T00:00:00,2020-01-25T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XNLSP","Strom SLP Speicherhzg. - LP-Gew. HT","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09D5475","xvGzqejUIljTMYtZYmV+TKQYQhhLJS/ufMHSJWI","gYTDWKoQXjlcaLaiy+PvybEsZ/juVnHLlvDUSos"
"onjTaHJJQEQZRVS/vxXlBTlkDuSVDRoXSlQyswT","HAUS",2020-01-24T00:00:00,2020-01-25T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XNLSP","Strom SLP Speicherhzg. - LP-Gew. HT","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09D5475","HUWDZTNYOhSeldXnnGaXmxBwYkxnIJNl+fAXaVY","B+EfdWZLVDxcUyhJpSyFZFNUdOSI/n/XnKTWfRs"
"MasnH+WPkHeNSXBxfqOCvYHuYktVld+KTmBzRLk","HAUS",2020-01-24T00:00:00,2020-01-25T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XNLSP","Strom SLP Speicherhzg. - LP-Gew. HT","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09D5475","TPKCeRUblBaWjTtSulWInhdte+TgcDnAQGZrOiU","B+EfdWZLVDxcUyhJpSyFZFNUdOSI/n/XnKTWfRs"
"nBRXrRJQDgSTEdKWkUZndYOWnQUDG+YcfVEphFj","WAEP",2020-01-24T00:00:00,2020-01-25T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XN-SP3","Strom SLP Wärmepumpe getr. Messung","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09D6243","uSb/XZSZsUFROJXQmdJrOBTgwfbgQzUCZQLWMkB","YdjZYSYMRFfUWRZYHYHTZ/WmoXiDqMZJOYkCXBo"
"SwVuLbIWwqQgb/UsrQSDVtTNYBWZL/pRAHXTgsB","HAUS",2020-01-24T00:00:00,2020-01-25T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XN-SP1","Strom SLP Speicherhzg. getr.Messung","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09D7022","ugihTSFhzRcUHyoIwAFTV+UNsTYkSQPZMQaSMeV","BNc/YXRDSKqZCIeTXyZUaiYitUKRGVHfsTmTXNr"
"FZZhoETexYVWHBqvquBSHrWs+UdTIJDWUWsaZQB","HAUS",2020-01-24T00:00:00,2020-01-25T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XN-SP1","Strom SLP Speicherhzg. getr.Messung","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09D7024","SwURPdjiBrCuyVwoUoQcGwYLCbjPSZlwVpxzrRV","/WXT+YOUViNyTzTZPZfkdKjchXeDENXqW/OYYUO"
"kkZIZiXOiXDynVxVuRWQYm+xIbAElkJquYOTr+Q","HAUS",2020-01-24T00:00:00,2020-01-25T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XNLSP","Strom SLP Speicherhzg. - LP-Gew. HT","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09D3301","EKzxfxqbgVgXznLwXODsIDMXBbWNYGhzbcUQKeT","bQUwHqoUVRuXQRrZeqzhv/YKdOXXuMlhZWPISly"
"AlnrndGXFyTMeVLFuNbewdBtvDxGynVKRZdFMXg","HAUS",2020-01-24T00:00:00,2020-01-25T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XN-SP1","Strom SLP Speicherhzg. getr.Messung","YYX 999","vorläufig ungeklärte Zuordnung zum Kunde","J09D3301","cmIWLNjwVlfkweReNdTKRbeWoIgAWBJRfNCKklH","CJfPAQXTqxDOR/HBfhdXAr/lTXiKQclZPVPeGNf"
"GumrpyQnTEXBvCVNWWPlRXUHGtnJXZr+BfvbaqQ","HAUS",2020-01-24T00:00:00,2020-01-25T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XN-SP1","Strom SLP Speicherhzg. getr.Messung","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09D7021","FoxUSfEVV/bTdIToXPporSRxhnVLierM/sDRQId","WNWGHhyjRwkONmPkckMNVQSfgWahbtNvsjokQKX"
"VxVVQRnGmHaD/hrPWQhaUutmTBjzRvFnBPSugGx",,2020-01-24T00:00:00,2020-01-25T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XNLSP","Strom SLP Speicherhzg. - LP-Gew. HT","PPA","Private Haushalte","J09D4011","RkOeZpjlCMWnzGwZnxpUZOfSgOqnGPYJTfP/RdU","kUpLAwwqVUNRjQDJthTIOiUUEbPXzZMHixkwEXN"
"DbuFjrHkxSSVSCtBegP/RLYnyMhDYTvMeQZSZBC",,2020-01-24T00:00:00,2020-01-25T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XNLSP","Strom SLP Speicherhzg. - LP-Gew. HT","PPA","Private Haushalte","J09D4011","VDaX/VUXRJNralRyYsJUwslOtCujXAcLZssE/Og","vMWVvFXXsGNoUbLGUrzizVUBEZfjnVSSLHtOblk"
"bIuTeuEcshhzxkqOxMcYRpMPvUxkEFFHgcJuWBy","HAUS",2020-01-24T00:00:00,2020-01-25T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XNLSP","Strom SLP Speicherhzg. - LP-Gew. HT","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09D5475","ZGgU/UQyFihmWaYNsTuTLVc/LRQUMhmBdoZkMQJ","OfkbRMwTYeJHGpuWMdsaKFTqYTdGSXVsqxDGJIk"
"TRFGachLQmqRqQF+yStGZFRXDqNDfWPgyRxwlkk","HAUS",2020-01-24T00:00:00,2020-01-25T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XN-SP1","Strom SLP Speicherhzg. getr.Messung","YYX 999","vorläufig ungeklärte Zuordnung zum Kunde","J09D3301","wYsgIecesllmnavZfShXVKpCWBStqZjoQzYDqdI","TdRxAtnIYKLZRz/MYIIVorMG+vsIPSVzmzuyngY"
"iHBRyRCa+PkZkXRTWjgkjcUOySNoIXTrOhcKDPd","HAUS",2020-01-24T00:00:00,2020-01-25T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XN-SP1","Strom SLP Speicherhzg. getr.Messung","YYX 999","vorläufig ungeklärte Zuordnung zum Kunde","J09D3013","QVNfdhY/SlhFQqYaNOLLqLvSF+HRNsfxMUhZAFS","xYSMuBsefcrtPhRkvpHuLsKYCv+mpdypqShXVrS"
"KToRczUKRpcImRBYxwjKXyQbUsLQlOUUTjsjPZA","HAUS",2020-01-24T00:00:00,2020-01-25T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XN-SP1","Strom SLP Speicherhzg. getr.Messung","YYX 999","vorläufig ungeklärte Zuordnung zum Kunde","J09D3301","XwfgyUkVekWiUZoWQXDsSNgUcUTYfSySEYuYZza","KshWwYVWSWVNoNbZZpKI+wbXWVoWmXllIUXecrZ"
"dYenQxksRDixTZYVAheQEyXdhWgGVTU+c/VXlWJ","WAEP",2020-01-24T00:00:00,2022-07-01T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XN-SP3","Strom SLP Wärmepumpe getr. Messung","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09D3301","iqDUSRllOjkoSkdUirKYM/DUXVIXaVi/EqsDc/j","RSjYKCREBzkhBVzbWBZZNUwXlS/sUCGeRhQZxVh"
"IHOdXSTnjjeVRRPdAXlgvdBKcfUavVVUQlaWAVh","HAUS",2020-01-24T00:00:00,2020-01-25T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XN-SP1","Strom SLP Speicherhzg. getr.Messung","YYX 999","vorläufig ungeklärte Zuordnung zum Kunde","J09D3301","RtMSHVTfrXRSxlCrbXeQLTRWVJifaUvLABBVScG","eyDTXCpKg/sMIVswBSXgfOteRMtswrlNg/dBas+"
"/oJAQgfajY/PWYufUJQhIFR+ZfZsIWZbPrRVhYk","HAUS",2020-01-24T00:00:00,2020-01-25T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XNLSP","Strom SLP Speicherhzg. - LP-Gew. HT","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09D3301","TOKI+UtWsHhStYEVWjF+TiUelwhRvSjZ/RkQvOQ","TVtssnfYEWyBXqNMZrsRI+DsnPiUHUrjCTvZxeF"
"SZGxqULmLrVOeDGpHaolUUXLYRFApZRoLZ/TSEU","HAUS",2020-01-24T00:00:00,2020-01-25T00:00:00,"Strom","SLP","Standard-Lastprofil","ESJ-XN-SP1","Strom SLP Speicherhzg. getr.Messung","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09D6242","mWheQhw+eS/q/ZtDXgjDEegMCsgZrUUCqrWyEUS","LpJQmvSWVSRaNiRMdHsSxFfhrFSVbqZaIUCECpe"
