HAUS,ANLAGE,ABLEINH,TOUR,ME_MA_ID,CITY1,CITY2,HOUSE_NUM1,POST_CODE1,EQUNR,ENTSCHEIDUNG,REGEL
"mPiqZNWJBAHLqqoiLoSOSkGM/nYFtqXXQRcVEoZ","FKTZTYRerYouxWspSsCeLRYqiVirUkNOuqEWOQN","J09C1631","J09C_J","KM/GgVdVWQjgjgkSmqTJgTQRzBrSDphDHJOzTDk","Hagen","Herbeck","16","58093","vVnQuyUsJRXuWVQQlVTchsnPhQrzUOIaNVnXBfL","KSA","Standard nach Anzahl Stromzähler"
"OQdcigheWO++hEWejYQLaqCQveMzVmTXfwKZVCA","YKZYmVRXtzniqXDSuZSfTIltLUXPfiTpoYzZxOX","J09C6503","J09C","MYqpCTqDbSzVXskwtu/AeQdMeXONUWzeURlYSYY","Meinerzhagen","Meinerzhagen","1","58540","STxRNEXzCWSFxX/kXuQKTZElPpwvaaCPYZFXRQT","KSA","Standard nach Anzahl Stromzähler"
"QzbSYQIogZSRAltUJWXNmVyviaIUqsVgWkKbCZL","OTAPkxQSnEKcJHLqVHM/IZNAsTWrmPEnTEWuueV","J09C6501","J09C","X+STWvPnkXSKnzZjRwoQWgF/gmuzgV+NGJIbsVI","Meinerzhagen","Meinerzhagen","11","58540","dYS/SRIKcVSSEQhllkyVSAHyVznHcdWLzEDGHXF","KSA","Standard nach Anzahl Stromzähler"
"DFkcUNSJsVIQSOsV/RQPXsHWbvclFrzZjn+A+Af","IcEkVDnlSYrZTmBuKXpZcRYM+oTNmWpTxTPaMPx","J09C3401","J09C_J","fcoGRRAzUQUeYuZ/CXbnqsWuVlYkjKNSDGmZRkQ","Hagen","Lennetal","24","58093","xDUbQqTuZGYGygrgQOLWnEHgZLNsnqvzWLjdvRx","EVU","Standard nach Anzahl Stromzähler"
"DcjiTmGWRDhTDkGwTEVSYsWZXlMHrSQtuSRUcSA","mWXRMHmlenTYzWSRqWFjytZMqnZHFQTOKqQFweT","J09C4011","J09C_L","rRgVUvGoKMJZmCAZaVjCRSHrynquPvUZzTaghAv","Lüdenscheid",,"4","58513","/aHrgQGcebVWZKGttLXkeAENSKEBsEWoVRhEKUH","KSA","Standard nach Anzahl Stromzähler"
"ijLeVcuyhsFbvOPWmXFfAj+wRjMiVYSqVN/DJmf","pRlaWLXtMdQQTzzXXRMHXRRFYLYTTVTXpSMVwQg","J09C6103","J09C","cHiajTByRjTQSPnShjVdZm/QnUmZTtClUTBUXuU","Neuenrade","Neuenrade","17","58809","HhBqahfOSzyjkcnWazTBUfPdrRVplzSDVfRMWxU","EVU","Standard nach Anzahl Stromzähler"
"vJZYqgQXbBOKtmqwIeEiQqKYeFuIWBRpYxenUfm","GiizhlonZXTLPQUhrSyMRljdaSevctRdmQzZPRQ","J09C5083","J09C","VYRUaMcwYGZqVXSeZW/CePejAqEWyZlrHV+akjc","Altena","Dahle","42","58762","dVQxNz/uzjSxWVvWXZvWYFpEXYqVeCVVCycQBWe","EVU","Standard nach Anzahl Stromzähler"
"LHsBsYkrSxttcPVxzSvGsGBWc/vjPbEhaAiYFOQ","SXqSraUVgfuXvYYQyHmsGzDAUwSu/CWKhkxgeMC","J09C6101","J09C","SdPOQTWvaaSLwFTjQTeppxCYojTHfERzMcIRZUV","Neuenrade","Neuenrade","20","58809","uI+A/ZpCWlTPYclxXtlRARFVjDTWqxJepvaYYPM","KSA","Standard nach Anzahl Stromzähler"
"TmHCcXYITSgtbNidUOqUQTjeWTVrGaSHdXPHNXy","KOUmTZhodeaYU/SDaQCwYpLnmWHSYGkuHRYrQV/","J09C6102","J09C","jilhyphNUdgPdMCUxyuGUXhSiNTyGIdahTqKwqR","Neuenrade","Neuenrade","15","58809","WONORKnYQIIAwQkbWULULNhJGxkVXWootpBZJTB","KSA","Standard nach Anzahl Stromzähler"
"IuqjUg/RQpORRGeFdYwQwCyCtXWvNMS+FRxgcxZ","wFpiKSHswYMTLsUWlgbznPUvdINsqUwRBlSYvsL","J09C5485","J09C","'++FFiSRCNVgQXDURZDjorOVBOxJAgYTWNntjTIF","Halver","Ehringhausen","22","58553","zIXUwiOdRSylUkrDYTgIcbhfOGORUiUeIvbAMGK","EVU","Standard nach Anzahl Stromzähler"
"QDOdxYHyGdZyReuvEFe/gGvgqK/+/KKfriinxvZ","VYgQPtMcWUbVY+PfVUuIOPZqoFIqWjwxfiEFykE","J09C1621","J09C_J","sWBngaQGj+iwYpXYoZWgehARgGCUSRsaUSZMTfD","Hagen","Fley","55","58093","RdloyvZhxlWSZfLCMZfRTnAWTDuKNziXWZiUgaR","KSA","Standard nach Anzahl Stromzähler"
"W+Pesrghg/ZwDxVN+BjFApwVwSFq+xdfVUpeTYW","kYvBGjSpnVstkYuMmZUQQxfGUEwTYgVVhARcxua","J09C5081","J09C","SByeWWMXaCXNYLwgzsRJUZdmYBAxNFdWmpTPGkX","Altena","Dahle","38","58762","'+L+QYQMdwEjWBTBYMWxBeMZzUlTkyXGKShCAFLo","KSA","Standard nach Anzahl Stromzähler"
"JLTiSgUoJAMwLX/C/+doYRpDgaV+QRisYINyaX+","HzqyomXSq+tiCXfvfWiYVQGpKrYtZzZQezRfQ/I","J09C1631","J09C_J","rRhtRSmWShpzTWoQskhtXEXR+Yyor+zQkvovmCF","Hagen","Herbeck","50","58093","gzEaZzFQyNgykdWGRbDlLXcXUpgIVQIIGVQJOUF","EVU","Standard nach Anzahl Stromzähler"
"o+TJOKJfs/cqYnWRjwpAngYs/SpIcAnYswQKMJp","UJXZndRX/rikMybHKQCKzDnSvMUOWiOFlnumTgt","J09C6502","J09C","vSY+BtEpdInxUsIwydvKRXdksXGjKPSZfRArcgF","Meinerzhagen","Meinerzhagen","4","58540","toSzgSPQbORWDOaYXJmRkikVYzWBbElUSXK+Pcc","EVU","Standard nach Anzahl Stromzähler"
"lgQZRNUzbBIHPuVsXYcmfpJYXMbWZX+mBVQVvnp","RldWXWXuuSFZMEMIn+YUR+sZvzFGRWPwqjveBgc","J09C1621","J09C_J","qkdTTm/WiMeTRPffQKjImgiVTTxSWjqvETPBSWd","Hagen","Fley","12","58093","KYzKhxKYzThSIOUYfAXRDRjgRKPQVTlkrWsHqSe","KSA","Standard nach Anzahl Stromzähler"
"xWkxSDqmdfuKpUjENqZGR/vCOSwwHdhUspFrNte","HyDZZWOYVQvKxbjbseYnPyhjUJQAgDeVtFYY+qN","J09C6106","J09C","WhdlxgClTozQaaerSZVkBvOneszUgvTLQRueqSY","Neuenrade","Neuenrade","12","58809","ZWdUBSX+tIPSoZYCu+YXfBSMQVunmaVgOXTOOfR","EVU","Standard nach Anzahl Stromzähler"
"XcAWVWWMeXKjSRDRSrBwiXzhItAiVJkQGOyPdZr","fWLUGRZKcWjZCWqnVrdUrGSXSJrieuEbvaHBSeX","J09C1622","J09C_J","SwATVVpTTUZQwfREGEWgsrbtdghKGUd+JARFbKP","Hagen","Halden","47","58093","RGPSoUwbBhOVWFOICmfQVYcdSMsDfGUGZlOYmNV","EVU","Standard nach Anzahl Stromzähler"
"QYhLvJaWNstWUJhQGazRCyrXpVdQDAWAfRdXt/I","KRWhHOlmCuYwnQ/eZKvqdbJtvZgbWjFUlieYclM","J09C1622","J09C_J","CeJjfbXSPXFuoNtjZaaIBoEtYTRhtRrIcxNGYZg","Hagen","Halden","56","58093","YSZEsUzzTRNVwmYGJclbSdqgUWcJredIIbUQRYq","EVU","Standard nach Anzahl Stromzähler"
"ARUFwLiSZEf/tKmiVPj/JaEvDAvFpmNlJVYicXc","ieUTURlVZDueRMyZyZiTvocRsySNWXtNDdtfolY","J09C5481","J09C","uKcTDxJSEWWKoCDWQCCQVJcjdC+eVdWuYfkTwBq","Halver","Oberbrügge","93","58553","vUYxx/BGZ+slyRWsfUxHQXfuyYGLWxGWaOShzqO","EVU","Standard nach Anzahl Stromzähler"
"VEfTQ/RT+oeiQTGReURGZyrZyqc+lYhsSSYZbKW","fRafthrFjAPPZqJSbishqxzjBDziFggjLRJsgUP","J09C4011","J09C_L","xgPkiltECSZOnbTMiQPylXJOQRqNCSLoc/sVsfY","Lüdenscheid",,"34","58513","hSKtwMNY+mAsRPZOlSIwrYLetDtWIRsFCvJojyB","KSA","Standard nach Anzahl Stromzähler"
"qWW/XSUKTFTdgONRoUWEMWbJBIjZMG/LW+IYSDC","EpPvQRmfUAPJUWUfZFEzuyucIjYUxNtzXXemaqZ","J09C1621","J09C_J","gLsYYnZIBUDxgkXUflAGZa+vnboyZVjTJ/hBMtg","Hagen","Lennetal","2","58093","SqTTRoAQbGRuQNcSZrkMYPXiUQFkt+JAMJkXgXc","KSA","Standard nach Anzahl Stromzähler"
"oTcZE+qPPxYVITQNRzqXZTcLNSLCfXYoJnajzmv","JVGSTRXZkfwtlLXBZXYrusUSKHv+WXzWtoKX/kl","J09C5481","J09C","KmUxoWVXvqHyhRbQuJDlWZCHWfwYURYcJYMeFAK","Halver","Oberbrügge","58","58553","BV/VXcSIqgRlYWqoQucLQjVOajZcIVURZGsTHIX","KSA","Standard nach Anzahl Stromzähler"
"qlXm+xnrZMgrCVTxuYlQKGyYSrkQsaaBdTTkSyV","AjrXzfJiLSV/NQivapTiRwEBBNEDTMTZzNsV+Zc","J09C6504","J09C","p+GOYn++rQTXYLxbFAXUcvBvz+kCZHypOYanVK/","Meinerzhagen","Meinerzhagen","37","58540","djQSQKkRqEINmNqlTtWRUWrfTPTZsQGlAatewzX","KSA","Standard nach Anzahl Stromzähler"
"'+xqUYThZWqsRVFTYH/SctFlBdSDgvwjfEEMSWcq","QIiMcZZSUi/eHTQIsYTOnXCSGfCaBdyCELJzZyU","J09C5481","J09C","XZuYTYTihXYzQ/ZRuSYREVZWuQLVwCQbVoNusfl","Halver","Oberbrügge","99","58553","FgdRW/VnULpvjMhdtZYzjpdUtJBBlGwRUSbxBav","KSA","Standard nach Anzahl Stromzähler"
"lKAlTnAltRYYlCVgIbRGrpTulLuroRpQV+QQOfB","YWIpVUa/OCUHhmZigVcXpCAaqJUClDxSFRbYNeA","J09C6106","J09C","kRWWwXIoRBxrU/LSFKlvPGvvooTGR+XWowjMtnA","Neuenrade","Neuenrade","103","58809","RCHhZFzhVJ+YRUhpUuVNvUqSTRxVrOkMXCRdnkz","KSA","Standard nach Anzahl Stromzähler"
"tRkOSsRqVnvYZYnYfCGGkFfVoxeHPcOSwQFxYlV","mpmWgwzgjXLaBQFDKfnJLAUwHiyoZjGVtVMUTZz","J09C6501","J09C","NHZZryHSLPTNoXCAodo+TYMiSbDlTWUxcjjYZGE","Meinerzhagen","Meinerzhagen","6","58540","QZ/R+vFotWQeDVVSeN+JxWqWVMaYDYhcJeDqETR","KSA","Standard nach Anzahl Stromzähler"
"YVmRXdSTTiYOKjFODkPqwdkYmqgZNJXW+brYZXP","MicsuUCjWgVwSDWcrIUYZcaymWKQTSYVZfdsYQr","J09C5482","J09C","mCIzlSATgKSltEcTSNPqkgJRjGBcLkQXBoRvrc+","Halver","Ehringhausen","14","58553","bBu+ESSnCKFGbGaKQAVVseNHOUKGDvRlzZsysAG","KSA","Standard nach Anzahl Stromzähler"
"KjXfkTEqXWJLFRhGulpr+TZPXrSLrXOiVBfxHTy","gpeqYHXXQYhqdOFKssyYFXiREofIqssKWtOEggH","J09C6106","J09C","/jFX+bZLRwQUzoUXmxWOSrpJcONAheJxUcDkYKY","Neuenrade","Neuenrade","29","58809","DguKdEYSACVZbXkv/AzqhWzMWyEtV+sETQmFIQR","EVU","Standard nach Anzahl Stromzähler"
"dHDJDszHzyXKrUYupMuEBGbhKXRebSbibRaWZSe","'+K+muKiNOIostXgWeKwhPzfUCByZXaBmgJYt/Vh","J09C5083","J09C","yPuhTsTexZTYSXyLcVXqUYIrZnOFnUxRHqKGelH","Altena","Dahle","29","58762","fZZErYRRotKKVVfXuY+DqSOLorHMk+QplYr/Ezi","KSA","Standard nach Anzahl Stromzähler"
"telQqRSkWgZiObLdLVUMUTVmLVFyPQVqsRfXiHR","XNqsOhBqiZvjTfAYkBMLMHVVSFVGlRWwiEckGXP","J09C6101","J09C","EyY/UieiJoQTbTWYgLG+BLkUGgURolSWYfYLQQO","Neuenrade","Neuenrade","35","58809","aRXUzuZkoaHtZa/BzFDX+YD+WvY/JRdRJAWAYXi","KSA","Standard nach Anzahl Stromzähler"
"edjhJrxmphtskqVMLCTXeWFg+UYUqLVYIxOXQmU","vUGVYXTYIDlncfIkUWAxtrPXjxShRRnFqVhhtmu","J09C5481","J09C","MYvNEqYNWZABSwZkTTYWXkx/gRFYgxVPVJYEYlE","Halver","Oberbrügge","81","58553","sWWLrfUTDHYoMfRyQbM+QneQSok+opoRZTCwzRU","EVU","Standard nach Anzahl Stromzähler"
"SAYlZFWwaUfUWiXuzZSctzhWRfzmbVOqRYMSNVo","bNOSSiagdeUYtsBUcXqYvUWcEsFWjSoQjUSWX/L","J09C3401","J09C_J","gLyOZnRvfRWFSfSzVWftxCWpbboKfRoITXjtbxF","Hagen","Hohenlimburg","3","58093","Hjpu+NDmXDpuPXXicHFDQUPZEUtSAekCDpUkwxQ","EVU","Standard nach Anzahl Stromzähler"
"TGv/QvJskBwDPYXymeNeZiQuqvKufpYIBlQOpXI","IyNsjWhDCXZSANXZfcjvCDOqWbSJHXZiYYQhBcl","J09C6504","J09C","dtKNXb+xMIfNjOUWObGeZBGmbFzQkVg/ORNFukc","Meinerzhagen","Meinerzhagen","5","58540","mpAK+aVOX/tqUWPbZXdBdUaFSuXjXIeRLkFlVQW","EVU","Standard nach Anzahl Stromzähler"
"zfkWYUKtS/MXhFHcccRGihLvWVHvumApOFoEJZU","GVUAsBXLxET+pUBjSUaKeXIYCHu/TuwZXzdmxeU","J09C6103","J09C","tcjaNWPLtmQewUMtXxNwT/kqCXWEQVEpZ+boVIa","Neuenrade","Neuenrade","14","58809","nMUEkYnWPUFHQoeITXcmpJX/QCnLYkDrYNYmSsI","EVU","Standard nach Anzahl Stromzähler"
"fSUjWWcHhsCdwkfBTobudQTLzcaxRVxX/gxxgLv","YRgnrYnvEzZbBVVLHYeSCtvfuNaQDFWRncuQzLs","J09C3401","J09C_J","MYvPQbvURvleqCSjGWNTwIQ+jNEQkBcVQgf+gAP","Hagen","Berchum","5","58093","ANwEZroGXlPMQfRCvlHgzopivrm/TaShRYzFZRQ","KSA","Standard nach Anzahl Stromzähler"
"FoZV+OAzdJmVaXnsFsyYamYSRiyArQHywzHJTaI","U+PRHfnYWmCTa/qWXpJvQybnJPWXYGKVzJYhWvn","J09C1621","J09C_J","vSZbkYYVaXQjVZpWYBjbJQRxWdLUz/KISAn+Ela","Hagen","Halden","10","58093","ZQGJlyRUnZeWLuRIBwVPdSSygajQWaGXOOZTATS","EVU","Standard nach Anzahl Stromzähler"
"HZNqChXPKorN+WutHgQbnv/QTNW/qLN/RclIczU","gyFUAqKgMYg+dSTsXUhFQBJNefLXmTVFrUznOmI","J09C5082","J09C","KmZIWSjCuYIPgzjuWPbHkVWoUWHwKDz+YBzjucg","Altena","Dahle","71","58762","SUyJmp/crJGu/SsWWRVYGniMUfmgNJwRaFIUyiY","KSA","Standard nach Anzahl Stromzähler"
"Xl+ckVWYYdRCKeHD/rWVbvcYequkSXgBkBQZLVW","fwq/njRRVAYUmeRyOZjRmKXX//RfevTgQsXHlXL","J09C3401","J09C_J","nMbiJPYpXSV+XmfHENTlqvJZSJJzLWePocFHOPv","Hagen","Hohenlimburg","79","58093","cekELMcSYg/ocpbbNoCDnTUxAYgRFzWjVyxAnjS","KSA","Standard nach Anzahl Stromzähler"
"EJVHmgJeYaSCtPakXLVhyaXK+jOFtWyQ+vKDQGl","MdVzSaYKXQMo++hWQztIXAtFaTJNHDtafcYEZcm","J09C3401","J09C_J","GiiQiXYaWCVs+dSscMciEurCQLWUUbUXoZcXCEr","Hagen","Hohenlimburg","20","58093","lrmdmDEGwJhKLrqQVCegnqYbFYRSXJGvdzceOue","EVU","Standard nach Anzahl Stromzähler"
"CHflgncuKZHLXGtDZEFEqUVH+NUqgUoBaYSdgf/","XIxsVWXmKBTKRZY/GzuRjOLQTJNuXDdE+/VxPsi","J09C5401","J09C","HsrWguWaXWWvRJuO+yUTTBUQSrRoyETkYSUBCWS","Halver","Halver","37","58553","UBP+SzrlkUpeacbMWwxqKkXTSlRRZRqRoPHSTzT","KSA","Standard nach Anzahl Stromzähler"
"opgZUvjCnpZtvaKPYwkRYuziFgZZglErgmjjjHR","ZVdQVWYAXeRfBbHdwuSXQDCXylBHRpcRSN+aoVM","J09C6105","J09C","rRlQlOVJiZSuBVaYOwgXZSX+KdMObhzSCYPvBIk","Neuenrade","Neuenrade","51","58809","W/GaxvQcVWlK/mnIQVorXdrMgxWuUCqXzfCnzZb","KSA","Standard nach Anzahl Stromzähler"
"SYb+mVQUgxGnwIXYydVKlloIyjtVPZsKUTrpLZW","rKdGxHvlnBQbMqjIfcVWFYWzUJSaatbNEfXYJKf","J09C5082","J09C","p+QjOlsTnRTKLYxbUjsatUKGSHfC/UckHVCYCYh","Altena","Dahle","70","58762","AMUxTBrgcoaTdaIVvAWNGHiv+pVNXEWTBpwzxhz","KSA","Standard nach Anzahl Stromzähler"
"'+gRcHDWXQYfqvkUUD/jlRDYqWLcTfLD+WmJZUtI","FLkeaezXHVdZYBcTfgWoGQzRUTrefNUAZOQmXYc","J09C5083","J09C","VYSUTXGNBYQuYNMVnURtMAHRYfJVOMNdmwdk+WS","Altena","Dahle","40","58762","qwFYBgxsRUTMLiVS/FTRUVGNISIhdeRihRZUrbY","EVU","Standard nach Anzahl Stromzähler"
"TOIiNvKXYmqVTtTLzmeCwZrjKrqvvd+HKYzXYZv","EWnoxVKRNQKyQVQYtQZwmrRbPOXDoQUQzXmrYpR","J09C3401","J09C_J","umXPGMLQaCSioiZOgnWiWDrVSpsK/SzWTNWrUJB","Hagen","Hohenlimburg","12","58093","ZIbrgrUiQPLQ+SslJovYRWkkRFUQWOcQgATCqEW","KSA","Standard nach Anzahl Stromzähler"
"WYQJDJI+msxwaOCcZYLbBJfVDgMOWEPWuHvavil","Ng/XHWbZTdTyyKOgtInthsFmSTlLiqbgEqQNqiN","J09C4011","J09C_L","zVZQUZyTGaONIFngATo+ReRWJXG/QtPRB+RqVZC","Lüdenscheid",,"14","58513","xuUzVmUXWBgSBOPufPpmOqsGZt/Wyem+GXwldbN","KSA","Standard nach Anzahl Stromzähler"
"SZTlYzoKqx/ASoYU/lSpLXmLryDQGVYuwOekvYL","KlYwJclwGTdTQQtKlmCgHGiJlRQnxzrGZBRIPOS","J09C5485","J09C","sWIVVHWkKGTPIOhYfbRkfYkulZFmuY/GfFIQpZn","Halver","Ehringhausen","6","58553","tWYhTgbXAMyZjBfIMMgvTeYQyNWzORm+mglUCYD","KSA","Standard nach Anzahl Stromzähler"
"CXATcBXcWsZYjyooIXPRiA/BtoxYGCXWGtTyjYY","KDDTRVaSUhWatyhisHUxSCVrJHYUHwLWtaxSnEm","J09C1622","J09C_J","b+gAqcSAUxnpafELZyrRBROkcfVorbpciMRcDaW","Hagen","Halden","28","58093","bjWMYBOnQQxV+PpyA/qwX/mR+GNYDlZUiHUK+qw","EVU","Standard nach Anzahl Stromzähler"
"rRSXHhyLtxPfpbaRXUlRRHJhUFXMu/bLAFMfaWX","MKMUREMpZKtWWdZVIfsuInIXYxBvXtVgDfUf/RW","J09C3401","J09C_J","mCRdwSxLSenUwwiCESmovPqKobwnBSS/fTFhEXZ","Hagen","Hohenlimburg","21","58093","HrVgCYfwvJKuQf/SwldLIETpvGYVYVSXTEYston","EVU","Standard nach Anzahl Stromzähler"
"nUYICGRvWSopuwQWcACVBExNXFU/eNoSMlBPNRB","wrpvFjZF/eqqLXkmoDZ+yYHtWModyczNwcRZVaf","J09C4011","J09C_L","YkBYaDMdVGUdZSIpMyWeYLFOGBUguTfcDnqvmXK","Lüdenscheid",,"5","58513","uohZYbYlRTFZWToUcGPTRFGfQyB+CKvrldpQjZr","KSA","Standard nach Anzahl Stromzähler"
"FWjyBYWHduUkVqNMleZWUVoQaOeZXiAdNBExjes","B/IwbauDWNUbbUGVxZmFeBlnjUqaiddXylKUjwS","J09C1621","J09C_J","UEcNywaSRjVRaVsQlhxmTzCKVxiIqmSgVvHqkEK","Hagen","Halden","4","58093","zbTEQKwGRitAhSG+VhgkZJogUkQinVWaZEYBl/v","KSA","Standard nach Anzahl Stromzähler"
"CPLRfUk/byfaQpIxknrnnROyNOwWnMDHvvrQxbC","SYYOXNPUioyaDoFk+zNmzehJPtEQaPNbOYkEHp+","J09C4011","J09C_L","NHmWSBAUYsRTQZHONNBXRcNomTYGrtzfCGcRtNd","Lüdenscheid",,"8","58513","TSy+fwAASthEJlUrSNgXO+diRafYtqlhflLFbxF","KSA","Standard nach Anzahl Stromzähler"
"TYOSVujWtuLvEDYQjfJytVMkTV/eXaVTdWfaqpS","sQASHOAsz+lZ/jgsIAuwMyLQRZnffgnLzRycEXK","J09C3401","J09C_J","RKmJbqdUWYaZTVrkVhbREeOZt++GMWEsHPoYZlA","Hagen","Hohenlimburg","12","58093","NgsePyzAtWYJmsSCSPlvGKXbLgndXdeKQEJZtfV","KSA","Standard nach Anzahl Stromzähler"
"eMVmYGTnichncrHESYCXyYWzTZMsVuZpwYZuoW/","W/CMQjQZlucvaIGjuQABOpJYTUmqYJeVGrUlSZs","J09C4011","J09C_L","UEcSFCQmToRXXcihNNPMvGRoQGWLQAEZoWHKDEg","Lüdenscheid","Lüdenscheid","43","58513","ZAnGcJYWPjYOTvRJPbtIPpnnUueORXfmuolMCck","KSA","Standard nach Anzahl Stromzähler"
"ZTyeVotUkRpRKJBdbpvsMubvRSqYymSfyLNXoub","BsRVRMRTqnXtbZPSuSTRUMEUYbaEet+sUdioQwR","J09C1631","J09C_J","GHzfSarnPLjiJkg+hayTzXqNyRPhDowlYzawQSS","Hagen","Herbeck","1","58093","UKCoNFNvIgTsyih+DlGtrWTUaSNIHMNRWJndNUf","KSA","Standard nach Anzahl Stromzähler"
"WTGQdVGSOdRiQexTVZmkmCJWwHTYqRY/U/ceVuV","AtpyLHlmcWkYKoVHKDLQpuzRyRSdW/TQMMRgpQY","J09C5482","J09C","VYSkUUBcGUOuorVtLtUXwXFBWaXXtaYqSO+bJrm","Halver","Ehringhausen","5","58553","VmvQKxCZXJVRkHfMsRUieZQSuWMV/YoWQddWWRS","KSA","Standard nach Anzahl Stromzähler"
"VQiINgPXoRqS/OsutKiYhHSnGm+sawjPKWtrg+m","TgL/PXZvSSQgfJN+gzT/lRdqtZIhO/fbaogUUpK","J09C1631","J09C_J","XsMhETpYGWrVRH+mWTuPyiMLSaYkYsRPYmmtXZc","Hagen","Herbeck","35","58093","CcWOgFkIVQnRIQlZWvUATBFJIxEzIgBXRecrZQQ","EVU","Standard nach Anzahl Stromzähler"
"'+iSXYUe/PQEcZdTpfBqugoTpWgqIRsQEgvvPOBY","Jq//TSUolLi/NADgHRMTxZKKbGTxJwxtKSgTSEo","J09C3401","J09C_J","fBgoRUivhiXQPypCToDlVZA/TDZrqswGkRXEDyW","Hagen","Hohenlimburg","33","58093","IiIodkt/KJpiVKFWbKtKjJEAYqWVsZSjkytWmHx","KSA","Standard nach Anzahl Stromzähler"
